レベル,都道府県名,市区町村名,大字・丁目名,小字・通称名,街区符号・地番,離島ID,行政区域コード,支庁・振興局名,郡・政令都市名,原典市区町村名,指定地域名,島名,住所
街区,長崎県,対馬市,厳原町今屋敷,,675,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷６７５
街区,長崎県,対馬市,厳原町国分,,1365,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３６５
街区,長崎県,対馬市,厳原町東里,,4,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町東里４
街区,長崎県,対馬市,厳原町宮谷,,92,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷９２
街区,長崎県,対馬市,厳原町宮谷,,65,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷６５
街区,長崎県,対馬市,厳原町宮谷,,67,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷６７
街区,長崎県,対馬市,厳原町宮谷,,81,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷８１
街区,長崎県,対馬市,厳原町宮谷,,138,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１３８
街区,長崎県,対馬市,厳原町宮谷,,139,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１３９
街区,長崎県,対馬市,厳原町宮谷,,141,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１４１
街区,長崎県,対馬市,厳原町宮谷,,143,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１４３
街区,長崎県,対馬市,厳原町宮谷,,145,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１４５
街区,長崎県,対馬市,厳原町宮谷,,146,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１４６
街区,長崎県,対馬市,厳原町宮谷,,147,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１４７
街区,長崎県,対馬市,厳原町宮谷,,152,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１５２
街区,長崎県,対馬市,厳原町宮谷,,195,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１９５
街区,長崎県,対馬市,厳原町宮谷,,197,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１９７
街区,長崎県,対馬市,厳原町宮谷,,198,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１９８
街区,長崎県,対馬市,厳原町宮谷,,201,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２０１
街区,長崎県,対馬市,厳原町宮谷,,202,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２０２
街区,長崎県,対馬市,厳原町宮谷,,62,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷６２
街区,長崎県,対馬市,厳原町宮谷,,171,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１７１
街区,長崎県,対馬市,厳原町宮谷,,172,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１７２
街区,長崎県,対馬市,厳原町宮谷,,175,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１７５
街区,長崎県,対馬市,厳原町宮谷,,176,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１７６
街区,長崎県,対馬市,厳原町宮谷,,177,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１７７
街区,長崎県,対馬市,厳原町宮谷,,178,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷１７８
街区,長崎県,対馬市,厳原町国分,,1377,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３７７
街区,長崎県,対馬市,厳原町国分,,1378,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３７８
街区,長崎県,対馬市,厳原町国分,,1363,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３６３
街区,長崎県,対馬市,厳原町国分,,1364,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３６４
街区,長崎県,対馬市,厳原町久田道,,1659,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町久田道１６５９
街区,長崎県,対馬市,厳原町国分,,1322,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３２２
街区,長崎県,対馬市,厳原町国分,,1358,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３５８
街区,長崎県,対馬市,厳原町国分,,1360,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３６０
街区,長崎県,対馬市,厳原町国分,,1361,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３６１
街区,長崎県,対馬市,厳原町国分,,1362,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３６２
街区,長崎県,対馬市,厳原町東里,,4,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町東里４
街区,長崎県,対馬市,厳原町中村,,621,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６２１
街区,長崎県,対馬市,厳原町中村,,628,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６２８
街区,長崎県,対馬市,厳原町中村,,629,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６２９
街区,長崎県,対馬市,厳原町中村,,631,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６３１
街区,長崎県,対馬市,厳原町中村,,633,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６３３
街区,長崎県,対馬市,厳原町中村,,635,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６３５
街区,長崎県,対馬市,厳原町中村,,640,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６４０
街区,長崎県,対馬市,厳原町中村,,641,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６４１
街区,長崎県,対馬市,厳原町中村,,642,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６４２
街区,長崎県,対馬市,厳原町中村,,643,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６４３
街区,長崎県,対馬市,厳原町中村,,644,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６４４
街区,長崎県,対馬市,厳原町中村,,645,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６４５
街区,長崎県,対馬市,厳原町宮谷,,68,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷６８
街区,長崎県,対馬市,厳原町宮谷,,80,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷８０
街区,長崎県,対馬市,厳原町国分,,1304,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３０４
街区,長崎県,対馬市,厳原町国分,,1305,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３０５
街区,長崎県,対馬市,厳原町国分,,1308,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３０８
街区,長崎県,対馬市,厳原町国分,,1329,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３２９
街区,長崎県,対馬市,厳原町国分,,1332,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３３２
街区,長崎県,対馬市,厳原町国分,,1335,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３３５
街区,長崎県,対馬市,厳原町国分,,1337,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３３７
街区,長崎県,対馬市,厳原町国分,,1338,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３３８
街区,長崎県,対馬市,厳原町国分,,1341,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３４１
街区,長崎県,対馬市,厳原町国分,,1342,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３４２
街区,長崎県,対馬市,厳原町国分,,1344,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３４４
街区,長崎県,対馬市,厳原町国分,,1349,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３４９
街区,長崎県,対馬市,厳原町国分,,1350,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３５０
街区,長崎県,対馬市,厳原町国分,,1355,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３５５
街区,長崎県,対馬市,厳原町国分,,1356,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３５６
街区,長崎県,対馬市,厳原町国分,,1357,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３５７
街区,長崎県,対馬市,厳原町宮谷,,216,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２１６
街区,長崎県,対馬市,厳原町宮谷,,217,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２１７
街区,長崎県,対馬市,厳原町宮谷,,218,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２１８
街区,長崎県,対馬市,厳原町国分,,1346,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３４６
街区,長崎県,対馬市,厳原町国分,,1347,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３４７
街区,長崎県,対馬市,厳原町国分,,1351,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３５１
街区,長崎県,対馬市,厳原町国分,,1354,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３５４
街区,長崎県,対馬市,厳原町宮谷,,202,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２０２
街区,長崎県,対馬市,厳原町宮谷,,214,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２１４
街区,長崎県,対馬市,厳原町宮谷,,204,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２０４
街区,長崎県,対馬市,厳原町宮谷,,206,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２０６
街区,長崎県,対馬市,厳原町宮谷,,207,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２０７
街区,長崎県,対馬市,厳原町宮谷,,208,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２０８
街区,長崎県,対馬市,厳原町宮谷,,78,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷７８
街区,長崎県,対馬市,厳原町宮谷,,85,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷８５
街区,長崎県,対馬市,厳原町宮谷,,89,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷８９
街区,長崎県,対馬市,厳原町国分,,1297,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１２９７
街区,長崎県,対馬市,厳原町国分,,1298,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１２９８
街区,長崎県,対馬市,厳原町国分,,1299,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１２９９
街区,長崎県,対馬市,厳原町国分,,1301,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３０１
街区,長崎県,対馬市,厳原町国分,,1314,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３１４
街区,長崎県,対馬市,厳原町国分,,1315,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３１５
街区,長崎県,対馬市,厳原町国分,,1316,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３１６
街区,長崎県,対馬市,厳原町国分,,1319,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３１９
街区,長崎県,対馬市,厳原町国分,,1321,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３２１
街区,長崎県,対馬市,厳原町国分,,1326,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３２６
街区,長崎県,対馬市,厳原町今屋敷,,706,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７０６
街区,長崎県,対馬市,厳原町今屋敷,,708,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７０８
街区,長崎県,対馬市,厳原町今屋敷,,709,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７０９
街区,長崎県,対馬市,厳原町今屋敷,,710,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７１０
街区,長崎県,対馬市,厳原町今屋敷,,711,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７１１
街区,長崎県,対馬市,厳原町今屋敷,,712,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７１２
街区,長崎県,対馬市,厳原町今屋敷,,716,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７１６
街区,長崎県,対馬市,厳原町今屋敷,,717,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７１７
街区,長崎県,対馬市,厳原町宮谷,,223,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２２３
街区,長崎県,対馬市,厳原町宮谷,,224,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２２４
街区,長崎県,対馬市,厳原町宮谷,,226,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２２６
街区,長崎県,対馬市,厳原町宮谷,,228,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２２８
街区,長崎県,対馬市,厳原町宮谷,,232,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２３２
街区,長崎県,対馬市,厳原町宮谷,,233,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２３３
街区,長崎県,対馬市,厳原町宮谷,,211,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２１１
街区,長崎県,対馬市,厳原町宮谷,,214,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２１４
街区,長崎県,対馬市,厳原町宮谷,,217,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２１７
街区,長崎県,対馬市,厳原町宮谷,,219,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２１９
街区,長崎県,対馬市,厳原町宮谷,,234,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２３４
街区,長崎県,対馬市,厳原町宮谷,,235,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２３５
街区,長崎県,対馬市,厳原町宮谷,,236,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷２３６
街区,長崎県,対馬市,厳原町今屋敷,,676,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷６７６
街区,長崎県,対馬市,厳原町今屋敷,,681,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷６８１
街区,長崎県,対馬市,厳原町今屋敷,,697,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷６９７
街区,長崎県,対馬市,厳原町今屋敷,,700,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７００
街区,長崎県,対馬市,厳原町国分,,1302,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３０２
街区,長崎県,対馬市,厳原町国分,,1328,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３２８
街区,長崎県,対馬市,厳原町国分,,1333,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町国分１３３３
街区,長崎県,対馬市,厳原町宮谷,,77,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷７７
街区,長崎県,対馬市,厳原町今屋敷,,684,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷６８４
街区,長崎県,対馬市,厳原町今屋敷,,693,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷６９３
街区,長崎県,対馬市,厳原町宮谷,,68,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷６８
街区,長崎県,対馬市,厳原町宮谷,,73,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷７３
街区,長崎県,対馬市,厳原町宮谷,,75,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷７５
街区,長崎県,対馬市,厳原町宮谷,,78,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷７８
街区,長崎県,対馬市,厳原町宮谷,,79,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷７９
街区,長崎県,対馬市,厳原町今屋敷,,768,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７６８
街区,長崎県,対馬市,厳原町今屋敷,,770,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７７０
街区,長崎県,対馬市,厳原町今屋敷,,771,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７７１
街区,長崎県,対馬市,厳原町今屋敷,,772,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７７２
街区,長崎県,対馬市,厳原町今屋敷,,773,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７７３
街区,長崎県,対馬市,厳原町今屋敷,,774,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７７４
街区,長崎県,対馬市,厳原町今屋敷,,775,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７７５
街区,長崎県,対馬市,厳原町今屋敷,,776,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７７６
街区,長崎県,対馬市,厳原町今屋敷,,777,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７７７
街区,長崎県,対馬市,厳原町今屋敷,,778,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７７８
街区,長崎県,対馬市,厳原町今屋敷,,779,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７７９
街区,長崎県,対馬市,厳原町東里,,4,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町東里４
街区,長崎県,対馬市,厳原町宮谷,,69,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷６９
街区,長崎県,対馬市,厳原町宮谷,,70,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷７０
街区,長崎県,対馬市,厳原町東里,,4,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町東里４
街区,長崎県,対馬市,厳原町宮谷,,72,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷７２
街区,長崎県,対馬市,厳原町宮谷,,74,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷７４
街区,長崎県,対馬市,厳原町宮谷,,75,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷７５
街区,長崎県,対馬市,厳原町宮谷,,76,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町宮谷７６
街区,長崎県,対馬市,厳原町日吉,,237,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２３７
街区,長崎県,対馬市,厳原町日吉,,238,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２３８
街区,長崎県,対馬市,厳原町日吉,,250,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２５０
街区,長崎県,対馬市,厳原町日吉,,251,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２５１
街区,長崎県,対馬市,厳原町日吉,,252,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２５２
街区,長崎県,対馬市,厳原町日吉,,254,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２５４
街区,長崎県,対馬市,厳原町日吉,,255,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２５５
街区,長崎県,対馬市,厳原町日吉,,257,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２５７
街区,長崎県,対馬市,厳原町日吉,,258,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２５８
街区,長崎県,対馬市,厳原町日吉,,259,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２５９
街区,長崎県,対馬市,厳原町日吉,,263,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２６３
街区,長崎県,対馬市,厳原町日吉,,265,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２６５
街区,長崎県,対馬市,厳原町日吉,,267,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２６７
街区,長崎県,対馬市,厳原町日吉,,268,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２６８
街区,長崎県,対馬市,厳原町日吉,,271,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２７１
街区,長崎県,対馬市,厳原町日吉,,272,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２７２
街区,長崎県,対馬市,厳原町日吉,,286,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２８６
街区,長崎県,対馬市,厳原町日吉,,287,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２８７
街区,長崎県,対馬市,厳原町日吉,,288,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２８８
街区,長崎県,対馬市,厳原町日吉,,291,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町日吉２９１
街区,長崎県,対馬市,厳原町中村,,532,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村５３２
街区,長崎県,対馬市,厳原町中村,,535,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村５３５
街区,長崎県,対馬市,厳原町中村,,537,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村５３７
街区,長崎県,対馬市,厳原町中村,,540,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村５４０
街区,長崎県,対馬市,厳原町中村,,577,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村５７７
街区,長崎県,対馬市,厳原町中村,,596,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村５９６
街区,長崎県,対馬市,厳原町中村,,542,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村５４２
街区,長崎県,対馬市,厳原町中村,,592,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村５９２
街区,長崎県,対馬市,厳原町中村,,593,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村５９３
街区,長崎県,対馬市,厳原町中村,,594,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村５９４
街区,長崎県,対馬市,厳原町中村,,595,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村５９５
街区,長崎県,対馬市,厳原町中村,,598,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村５９８
街区,長崎県,対馬市,厳原町中村,,584,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村５８４
街区,長崎県,対馬市,厳原町中村,,597,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村５９７
街区,長崎県,対馬市,厳原町中村,,599,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村５９９
街区,長崎県,対馬市,厳原町中村,,600,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６００
街区,長崎県,対馬市,厳原町中村,,601,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６０１
街区,長崎県,対馬市,厳原町中村,,602,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６０２
街区,長崎県,対馬市,厳原町中村,,603,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６０３
街区,長崎県,対馬市,厳原町中村,,604,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６０４
街区,長崎県,対馬市,厳原町中村,,605,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６０５
街区,長崎県,対馬市,厳原町中村,,606,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町中村６０６
街区,長崎県,対馬市,厳原町今屋敷,,688,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷６８８
街区,長崎県,対馬市,厳原町今屋敷,,690,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷６９０
街区,長崎県,対馬市,厳原町今屋敷,,691,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷６９１
街区,長崎県,対馬市,厳原町今屋敷,,694,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷６９４
街区,長崎県,対馬市,厳原町今屋敷,,695,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷６９５
街区,長崎県,対馬市,厳原町今屋敷,,759,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７５９
街区,長崎県,対馬市,厳原町今屋敷,,760,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７６０
街区,長崎県,対馬市,厳原町今屋敷,,699,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷６９９
街区,長崎県,対馬市,厳原町今屋敷,,701,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７０１
街区,長崎県,対馬市,厳原町今屋敷,,755,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７５５
街区,長崎県,対馬市,厳原町今屋敷,,757,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７５７
街区,長崎県,対馬市,厳原町今屋敷,,702,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７０２
街区,長崎県,対馬市,厳原町今屋敷,,703,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７０３
街区,長崎県,対馬市,厳原町今屋敷,,705,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７０５
街区,長崎県,対馬市,厳原町今屋敷,,707,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７０７
街区,長崎県,対馬市,厳原町今屋敷,,728,42013,42209,,,対馬市,対馬島,対馬島,長崎県対馬市厳原町今屋敷７２８
